video_id,comment_id,comment_text,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
v8TdcdK,c1C-tEonf,Nick trying to escape is so funny 😂,5,0,0,0,,,,,
vhTHDT-,c1CzCgat7,"I want that gadget, Carrie where to buy?",1,0,1,0,,,,,
v8TdcdK,c1DVA1EhI,Carrie stop caring about a friend’s conversation,5,0,0,0,,,,,
ve33QLn,c1ECy-Cpp,"La calidad de audio no es buena, deberían mejorar los altavoces.",2,0,0,1,,,,,
vJUEX3u,c1I5etXh0,"Kann der Xfaiyx auch offline arbeiten? Ich brauche etwas, das ohne Internet funktioniert.",4,0,1,0,,,,,
vhTHDT-,c1J68O7y-,😇😇😇,5,0,0,0,,,,,
vbesCCb,c1MVr6Wgb,Bro ein App und du bist OK une diese dig hier😂😅😅🤣😆😆😆,5,0,0,0,,,,,
v8TdcdK,c1PJXr6BZ,"&quot;Hye apnavi , Niro is there!&quot; <br>&quot;Carrie is there 😏&quot; <br>Bro 😅😂",5,0,0,0,,,,,
vhTHDT-,c1PXg2RjV,This is prolly scripted but it’s funny 😭,5,0,0,0,,,,,
v8TdcdK,c1RDrfy7c,You are such a baby carrie,5,0,0,0,,,,,
vr9Mebt,c1Saiz4x-,"Tried using Xfaiyx at a business meeting, but it kept mistranslating technical terms. Not ideal for professional use.",2,1,0,0,,,,,
vB3iY9I,c1W9m27ls,"i heard there was a doggie in the background so that&#39;s why i&#39;m here. im not disappointed, that is a good doggie",5,0,0,0,,,,,
vKlzOiZ,c1Z9AAzOb,에르도안 뽑은 본인들 책임이지 뭐 누굴 탓하겠음... 흠흠....,5,0,0,0,,,,,
vB3iY9I,c1dNBD2n1,How isn&#39;t prime a scam yet?,5,0,0,0,,,,,
v1hWN0s,c1ddfh8fS,"This looks super useful for interviews, especially with the noise reduction feature! 👍",1,1,0,0,,,,,
vb-WyHa,c1hQxPbds,How fast is the translation speed compared to apps like iTranslate?,4,0,1,0,,,,,
vKlzOiZ,c1iffbqKy,한국은 과연 안전할까... 튀르키에랑 한국은 분명히 다른 나라이지만... 우리도 스스로 안전한지 돌아봐야 할듯한데...,5,0,0,0,,,,,
vmCnKGQ,c1m7U3QOK,Is there a smartphone app for managing?,4,0,1,0,,,,,
vKlzOiZ,c1oC8c1Kd,우리나라도  내란성공햇으면 저렇게됫어요  터키가 계엄해서 정권독재하고있는 나라잖아요,5,0,0,0,,,,,
vB3iY9I,c1pajS3cq,Coffeezilla is the reason why we have 1&#39;000 Logan / Jake Pauls instead of 10&#39;000,5,0,0,0,,,,,
v8TdcdK,c2-iT6lJN,Ur such a green flag Carrie,5,0,0,0,,,,,
vbesCCb,c21iArNwx,"Mein s24 ultra macht das besser! Vorallem kann man mehrere Anbieter verwenden und ich denke nicht dass ihr den besten Übersetzer verwendet ""deepl""",2,0,0,0,,,,,
v8TdcdK,c23Knr2Hv,"AWOOP, JUMPSCARE!!",5,0,0,0,,,,,
vhTHDT-,c26OUC_8f,early yayyy,5,0,0,0,,,,,
vb-WyHa,c2EQYSbTV,This would have been so helpful during my last vacation in Europe!,1,1,0,0,,,,,
vB3iY9I,c2GVpcvvU,can&#39;t wait for discovery to require the entire group chat history of everything and LP&#39;s transaction history for previous &quot;incidents&quot; etc to become part of the public record.,5,0,0,0,,,,,
vJUEX3u,c2H1Ye_RD,There is a method where you ask your subconscious something that you have forgotten and you have to stand up. If you tilt forward it is a yes and if no it is backwards,5,0,0,0,,,,,
vB3iY9I,c2HvwhwWb,&quot;Let me just explain to you how things work around here.. GUGHH!!&quot;,5,0,0,0,,,,,
v1hWN0s,c2O0qg1hk,please give me 🙏,1,0,0,0,,,,,
vpOtjW1,c2VITcQsb,will able to get IT job without experience.  doing some certificate courses in Germany?,5,0,0,0,,,,,
v8TdcdK,c2XM6yZaC,Now this os what you call women looking out for one another .. nio is there and Carrie is there 😂😅❤️,5,0,0,0,,,,,
vB3iY9I,c2aSSZL3j,"Logan paul gets sued left and right lol. olympic committee, coffeezilla, his prime bottling company, and the crypto scam thing. 2025 will be a pretty dark year for him.",5,0,0,0,,,,,
vB3iY9I,c2dqIhhrS,"It is rather funny that Logan constantly said in every video I have seen about his alleged scams, that “HE” created these projects. “Crypto zoo is a project I created” that’s publicly taking responsibility for the project. To later try and distance himself from the project doesn’t really work when he openly took responsibility for it when pushing the currency.",5,0,0,0,,,,,
v8TdcdK,c2gchYe_9,Cariie is there <br><b>slay gueen comes</b>,5,0,0,0,,,,,
v8TdcdK,c2hXIGRRa,I want to ask you something <br>Are you tow of different relegion,5,0,0,0,,,,,
vhTHDT-,c2iSVJeZN,early,5,0,0,0,,,,,
v8TdcdK,c2poGAsHe,Bro you shouldn&#39;t be nosey,5,0,0,0,,,,,
vKlzOiZ,c2qXRQyTu,"이집트에 살면서 터키 자주 가는데, 물가가 어마어마하게 많이 오르긴 했더라구요.. 이집트도 물론이고. 그 주변 국가들이 다 어려운 것 같아요.<br>터키도 한국도 경제가 하루빨리 안정되었으면 좋겠네요ㅠ 행복한 연말 보내세요:)",5,0,0,0,,,,,
v8TdcdK,c2tM4EKXV,:nick Hi Apnavi Niro&#39;s there🥲 :Apnavi CARRIE&#39;S THERE  (slaps Nick with a slipper),5,0,0,0,,,,,
vUt-uCX,c2tMcQpCQ,nayeem utd too short 💀,5,0,0,0,,,,,
vUt-uCX,c2wGO_AGw,bros so small compared to everyone 😭😭😭😭😭,5,0,0,0,,,,,
vUt-uCX,c32PdM4dT,Guntu,5,0,0,0,,,,,
v8TdcdK,c35uCdDMO,Not nick throwing niro under the bus 😂,5,0,0,0,,,,,
v1hWN0s,c36Yzqc-1,prob a Chinese product. show us the noise cancelling in a club,4,1,0,0,,,,,
v8TdcdK,c3FPqv_s0,😂😂😂,5,0,0,0,,,,,
vKlzOiZ,c3HG-p6Hh,정치가 진짜 중요해요 국민들이 잘살려면… 튀르키에도 결국 계엄 및 정치 불안이 영향이 있는거죠. 우리도 현재 비정상 사태가 대다수 국민이 원하는대로 얼릉 안정되길  바래 봅니다,5,0,0,0,,,,,
vB3iY9I,c3I3z6R_P,"I hope this lawsuit will be the end of Logan Paul, I mean this dude should be in jail.",5,0,0,0,,,,,
vB3iY9I,c3KP8xAz6,"I really hope it does get to discovery, Logan and his partner in this crypto was also the same dude who showed Logan how to pump and dump with Pokemon cards and was part of that &quot;3.5 million&quot; dollar loss on that box",5,0,0,0,,,,,
v1hWN0s,c3P5ojGwA,thought it was an ipod nano hahaha,5,0,0,0,,,,,
vKlzOiZ,c3RrMpXoT,터키 경제상황이 정말 좋지 않은게 느껴지네요! 우리나라도 경제가  좋지만은 않지만 그래도 대한민국에 태어나 사는것이 축복이라는 건 확실한것 같아요! 연말 가족과 즐겁게 보내시고 내년도 행복한 여행을 함께 해보아요! 캐럿맨 포에버 ❤❤❤,5,0,0,0,,,,,
vTdqmte,c3VD552sy,I love the idea of using the Xfaiyx Smart Translator during road trips! It could make meeting locals and exploring new cultures so much easier.,1,1,0,0,,,,,
v8TdcdK,c3cST-ua8,Part 2 pls is so funny 😁 😂<br>👇,5,0,0,0,,,,,
v8TdcdK,c3jJawyIY,Wait who is filming then,5,0,0,0,,,,,
vhTHDT-,c3mZ_CXxk,i need it to learn Spanish,1,1,0,0,,,,,
vUt-uCX,c3nzRR8BU,🤣🤣🤣 laugh without laughing,5,0,0,0,,,,,
vB3iY9I,c3t4opXCN,Great video. And I subscribed simply because you have a cute dog having a good snooze 🐕‍🦺😴,5,0,0,0,,,,,
vhTHDT-,c4-1fyytN,😂😂😂,5,0,0,0,,,,,
vmCnKGQ,c4-xPhMGP,Can you transfer recordings wirelessly to your phone or laptop?,4,0,1,0,,,,,
vmCnKGQ,c40otxbrT,Thanks for share bro. Great Review,5,0,0,0,,,,,
vB3iY9I,c41dZ8KYx,"I bought the Xfaiyx Smart Recorder for my journalism work, and it's been a game-changer. The audio clarity is unmatched!",1,1,0,0,,,,,
vKlzOiZ,c421AJT5p,우리나라도 심각합니다. 심하게 망쳐놨죠?ㅠ,5,0,0,0,,,,,
vB3iY9I,c46kcrH1G,"You don’t need to be a lawyer to see this for what it is. A stfu please lawsuit lol.<br><br>Or if you want to go by its more boring name, a slap suit. <br><br>Paul is scared and is lashing out throwing around his weight and the only thing he has on coffee, his money bags. <br><br>I hope coffee counter sues 👍",5,0,0,0,,,,,
vhTHDT-,c49nEgOVq,😂,5,0,0,0,,,,,
v8TdcdK,c49vrqz7I,Hi apanvi niro is there<br>The Carrie is there you both are dead,5,0,0,0,,,,,
v8TdcdK,c4BaQdFFq,LOL😂😂😂😂,5,0,0,0,,,,,
vB3iY9I,c4D96jFpX,If he wants a sure fire win on defamation of reputation Logan should sue himself.,5,0,0,0,,,,,
vKlzOiZ,c4DHctbfU,터키 리라화가 하락을 계속하고 있고 리라화가 엄청난 약세를 보이면 수입하는 물가는 그만큼 올라가고 인플레이션이 심해지죠. 인플레이션이 심화되는데 경제가 나쁘면 스테그 플레이션이 되는데 실질 임금은 줄고 물가는 오르면서 2중의 고통을 당하는거죠. 근데 더 문제는 터키의 경제가 살아날 기미를 보이지 않으니 실제로 터키사람들의 생활수준은 계속해서 하락할 수 밖에 없는거죠. 터키의 기준금리는 50%입니다. 터키는 2023년 5월 25일날 8%였는데 꾸준히 기준금리를 올려서 리라화를 방어할려고 계속 금리를 올려 50%까지 올렸지만 방어가 안 되는 불능의 상태가 되었습니다. 금리가 오르면 통화가 보통을 강세가 되는데 리라화는 금리를 엄청나게 올려도 환율이 방어가 안되면서 물가는 오르고 금리가 높으니 경제가 엄청나게 침체를 맞는거죠. 금리가 높으면 은행대출이자는 더 높고 대출을 받아 사업을 운영할 자금을 빌리 수도 없고 기업들이 수익이 나도 은행 이자도 못 값는 일이 발생하면서 파산이 생기고 실업자가 늘면서 거의 경제가 엉망진창이 되어버리죠.문제는 터키은행이자가 아무리 높아도 환율이 방어가 안되면 터키의 높은 이자를 받아서 잠시 행복하겠지만 터키 리라화가 계속 떨어지면 환차손이 발생해 받은 이자 이상으로 손실이 날 수도 있다는겁니다. 환율이 방어가 안되면 결국 미래는 암흑이며 베네수엘라처럼 하이퍼 인플레이션이 될 수도 있다는 겁니다.,5,0,0,0,,,,,
vUt-uCX,c4EbsH6mN,😂😂,5,0,0,0,,,,,
v3T6mPl,c4Hlqz9Du,Cool gadget!!,1,0,0,0,,,,,
v8TdcdK,c4IPJ0cCY,Translate to swedish,4,0,1,0,,,,,
vB3iY9I,c4OBOn4pP,"has this guy not watched The Wrestler? he&#39;s gonna be broke, living in a trailer park when he&#39;s old.",5,0,0,0,,,,,
v1hWN0s,c4QVuVQ9B,what are the AI features,4,0,1,0,,,,,
vhTHDT-,c4VOiEyyC,"Not sure about this translator, seems like it might struggle with complex sentences 😅",2,0,0,0,,,,,
v8TdcdK,c4Vy-QnOd,Sorry nick carrie won today 😂😂❤,5,0,0,0,,,,,
vB3iY9I,c4WKNHspu,"Great video, thank you!! I hope Coffeezilla watches.",5,0,0,0,,,,,
vKlzOiZ,c4WvkUPU8,이게 남의일이 아니게될것같아 씁쓸하네,5,0,0,0,,,,,
vr9Mebt,c4X6Yty3S,Welcome I flow you all your video I so happy I&#39;m your student from Eritrean,5,0,0,0,,,,,
v8TdcdK,c4c-4gLGN,Not being mean but chesme😂,5,0,0,0,,,,,
v8TdcdK,c4cFuDFW-,&quot;Acha na nigga&quot; got  me dying💀💀✊️,5,0,0,0,,,,,
vQjtjf2,c4d8diW9B,"Les va quitar el trabajo a los intérpretes profesionales, pero es una herramienta impresionante.",3,0,0,0,,,,,
vB3iY9I,c4hG7GDD1,"I used the Xfaiyx Smart Recorder during a podcast session, and it worked flawlessly. The sound clarity is top-notch!",1,1,0,0,,,,,
vB3iY9I,c4jFTOk_U,This guy needs to be in prison.,5,0,0,0,,,,,
vbesCCb,c4mruN94p,"Vorstellbar, dass das Gerät wöchentlich nach möglichen Update schreit und so dann doch bei einem Update zur Marktforschung Daten nicht nur herunter sondern auch hoch laden wird😁",2,0,0,0,,,,,
v8TdcdK,c4pRZT6LL,that speedy escape though 😂😂😂,5,0,0,0,,,,,
vhTHDT-,c4rKE9Q9X,huh,5,0,0,0,,,,,
vTdqmte,c4sRTDoOi,"I regret buying the Xfaiyx Smart Translator. It’s overpriced for what it offers, and the app crashes way too often.",2,0,0,0,,,,,
vB3iY9I,c5-GoCbVC,I mean... Logan asserted multiple times his &quot;ownership&quot; of the project. And its provably a scam at this point. So it being refered to as &quot;Logans scam&quot; is quite reasonable.,5,0,0,0,,,,,
vhTHDT-,c52yxLeRw,"I used it during a business meeting and it helped a lot, but the translations felt robotic.",3,1,0,0,,,,,
v4g6avX,c53CWoJez,Can I use this for business meetings? Seems like a great tool for professionals!,1,1,1,0,,,,,
vmCnKGQ,c59DsjQ2s,"It’s a good device overall, but I’d love to see an option to edit recordings directly on it.",3,0,0,1,,,,,
vWN5LPe,c59MLsejY,Holly&#39;s watermellon logo shows that she was a Palestine supporter before it was a thing 😊,5,0,0,0,,,,,
vB3iY9I,c5C4YNgzJ,Absolutely wild that people like Logal Paul punish people who follow him and people...continue to follow him,5,0,0,0,,,,,
v8TdcdK,c5Cec3kJk,what an evil mastermind 😂,5,0,0,0,,,,,
v8TdcdK,c5GZDrALo,Bruh carrie living in nicks house hitting him with the flying ultimate slipper lol😂😂😂😂😂😂😂😂😂,5,0,0,0,,,,,
v8TdcdK,c5HrfyTNe,They got cooked like a pizza,5,0,0,0,,,,,
v8TdcdK,c5Jru5c6m,<b>carrie there&#39;s</b><br>*here comes the scary sliper warning have fun*😂😂😂😂,5,0,0,0,,,,,
vpOtjW1,c5QLxfPkh,"German is becoming new elite language these days!! like 30 years before very few people can speak English, and were considered to be elite!!! bye bye English.",5,0,0,0,,,,,
vhTHDT-,c5YuPoA1A,🤣🤣🤣,5,0,0,0,,,,,
vhTHDT-,c5_PLhBv2,😂😂😂,5,0,0,0,,,,,
vB3iY9I,c5b67-IuE,"HE did not sell, but his staff likely did on his behalf",5,0,0,0,,,,,
v8TdcdK,c5fsVkno5,Is that his sister?,5,0,0,0,,,,,
v8TdcdK,c5hBwPQG3,Why always u bother nick,5,0,0,0,,,,,
vUt-uCX,c5l8qbqy2,Interview shorter ppl,5,0,0,0,,,,,
vKlzOiZ,c5oIaEeJU,일빠,5,0,0,0,,,,,
vKlzOiZ,c5oTUvBtj,"제품 디자인은 정말 세련됐는데, 번역 속도가 조금 느린 것 같아요. 개선되면 더 좋을 것 같습니다.",3,0,0,1,,,,,
v8TdcdK,c5r3QW5yP,I know I’m not related but pls pls pls do not break up,5,0,0,0,,,,,
vTdqmte,c5r6FSGmA,Never give up ! You guys are doing it... Albeit the hard way but with grace and guts.<br>Strength and good health to you all,5,0,0,0,,,,,
vUt-uCX,c5sAC1k-b,you are down to earth 😂😂😂,5,0,0,0,,,,,
v8TdcdK,c5vMkCgvY,CARRIE IS THERE,5,0,0,0,,,,,
v8TdcdK,c63LUyDQ4,you guys can break up idc,5,0,0,0,,,,,
v8TdcdK,c65bKJNpx,Carrie is there got me rolling ❤,5,0,0,0,,,,,
v8TdcdK,c676YBxal,Promotion karne ka tarika thida casual hai😂😂😂,5,0,0,0,,,,,
vbesCCb,c67x8zahu,Braucht es WLAN?,4,0,1,0,,,,,
vb-WyHa,c6Ac2s49X,Why not just use Google Translate on your phone? Seems redundant.,2,0,0,0,,,,,
v8TdcdK,c6HBKdb6k,Love apnavi entry and when she says Carrie is there,5,0,0,0,,,,,
vhTHDT-,c6HPjWqYw,haha the part when they said niros there carries there aAhhHHH,5,0,0,0,,,,,
v8TdcdK,c6JNG38Z_,I hope you break up,5,0,0,0,,,,,
v1hWN0s,c6LdTqGWB,这个型我喜欢🥰,1,0,0,0,,,,,
vB3iY9I,c6QrEMSf1,Coffee dude gonna lose big time this time!,5,0,0,0,,,,,
vKlzOiZ,c6RrnIz71,화면이 흔들려서 멀미 나갰네요.,5,0,0,0,,,,,
v1hWN0s,c6V1SZcdK,I want one or three where can I buy,1,0,1,0,,,,,
viVgLsZ,c6bILVrnF,"Ich habe den Xfaiyx Translator bei einem internationalen Fußballspiel genutzt, um mit Fans aus anderen Ländern zu kommunizieren. Echt cool!",1,1,0,0,,,,,
vhTHDT-,c6bLAvi2i,can I get a ohhyeaaaa,5,0,0,0,,,,,
v1hWN0s,c6g-SeOev,Next level tech! Voice recorders just got a whole lot smarter,1,0,0,0,,,,,
vB3iY9I,c6g6ccAFM,"According to Coffee there’s still a lot of missing money..If that’s the case I think Logan has an unnamed person who the missing money to split with Logan. And since Logan never sold his coin, Logan looks innocent. Logan knew what was going to happen plus he took all credit for the coin. Apparently he developed and put in his own money and then used his fame to lure investors.",5,0,0,0,,,,,
vmCnKGQ,c6gjvxZzp,Can you share recordings directly to social media platforms?,4,0,1,0,,,,,
vmCnKGQ,c6kDHS5uu,How&#39;s the battery life on this device?,4,0,1,0,,,,,
vB3iY9I,c6u2ntX9E,"Logan just released a reply to a reaction of his Lunchly partner KSI where he clearly shows he is riding the hate wave, and that it basically is his business plan now. This vid completly destroys this lawsuit. If you profit from hate, then you can&#39;t be armed by defamation.",5,0,0,0,,,,,
vB3iY9I,c6u3Ju8jK,Why do people say allegedly when stuff was said on camera,5,0,0,0,,,,,
vKlzOiZ,c6xw4p7Jy,메리 툭툭~~,5,0,0,0,,,,,
v3T6mPl,c6zinHSXm,"The concept is nice, but I wish it had Bluetooth connectivity for easier file transfers.",3,0,0,1,,,,,
vmCnKGQ,c716RSaVX,How long does it take to fully charge the device?,4,0,1,0,,,,,
vb-WyHa,c71gEZ8-f,Perfect for students studying abroad! 🚀,1,1,0,0,,,,,
v1hWN0s,c71wl4DrC,Chatgpt does that,4,0,0,0,,,,,
vUt-uCX,c73UMFSC5,Smallest Ronaldo fan,5,0,0,0,,,,,
v8TdcdK,c7DdUfzvg,Bros are cooked,5,0,0,0,,,,,
vmCnKGQ,c7HHS9-Tk,The voice-to-text feature looks really handy. Saves a lot of time transcribing.,1,0,0,0,,,,,
vB3iY9I,c7O02zH74,"Last I heard, Coffeezilla got bamboozled by his insurance and is not covered for the defamation lawsuit. I hope all the YouTubers that are making money from this story, use it to help Coffeezilla.",5,0,0,0,,,,,
vWN5LPe,c7OeWSgp9,Iam arabic following you from iraq,5,0,0,0,,,,,
vhTHDT-,c7QJohfsa,so smart,1,0,0,0,,,,,
v8TdcdK,c7XNKTS9X,😂😂,5,0,0,0,,,,,
vWN5LPe,c7ZImyo9N,Oh he’s from Egypt I am from Saudi Arabia and I speak Arabic too so I can’t so I can tell that he’s from Egypt because speaks Egyptian Arabic.,5,0,0,0,,,,,
v8TdcdK,c7_Zc6sFU,Bro why the cat like dying😂,5,0,0,0,,,,,
v8TdcdK,c7aXx-1ZW,Best way to promote app 😂,5,0,0,0,,,,,
vbesCCb,c7gfyIIwl,"Warum sollte ich 369€ ausgeben, wenn mein Smartphone das gleiche kann? Finde ich überflüssig.",2,0,0,0,,,,,
v8TdcdK,c7kRJrWxG,Slay girl❤❤,5,0,0,0,,,,,
vB3iY9I,c7r2jQFDr,I&#39;m here for one thing only: what is the name of the black cutie on the couch?,5,0,0,0,,,,,
vB3iY9I,c7zoDDJBx,Logan Paul is really scummy. I genuinely do not see the appeal of him,5,0,0,0,,,,,
